"","text","id","witness","area","record_row_num"
"1","MURDO M'LEAN, Crofter, Edinbane (60)—examined. ",61,"Murdo Mclean","Skye, Dunvegan",1
"2","3589. The Chairman.",61,"Murdo Mclean","Skye, Dunvegan",2
"3","—Have you been freely elected a delegate by your people?",61,"Murdo Mclean","Skye, Dunvegan",3
"4","—Yes. ",61,"Murdo Mclean","Skye, Dunvegan",4
"5","3590. How long have you been on your croft ?",61,"Murdo Mclean","Skye, Dunvegan",5
"6","—Twenty-nine years. ",61,"Murdo Mclean","Skye, Dunvegan",6
"7","3591. On the same croft?",61,"Murdo Mclean","Skye, Dunvegan",7
"8","—Yes. I would like, before I say anything further, that I would have the assurance that no vengeance will be taken on me for anything I say here to-day, for one of the delegates who are here to-day was told by Mr Robertson, the factor, that he must take care what he was to say here to-day. ",61,"Murdo Mclean","Skye, Dunvegan",8
"9","3592. Who is the factor on the estate to whom you belong?",61,"Murdo Mclean","Skye, Dunvegan",9
"10","—Mr Robertson, Grishornish. ",61,"Murdo Mclean","Skye, Dunvegan",10
"11","3593. Is he here to-day?",61,"Murdo Mclean","Skye, Dunvegan",11
"12","—He is not present. ",61,"Murdo Mclean","Skye, Dunvegan",12
"13","3594. Is there any one present who represents the estate?",61,"Murdo Mclean","Skye, Dunvegan",13
"14","—I do not think there is any one here to represent the estate. ",61,"Murdo Mclean","Skye, Dunvegan",14
"15","3595. The Commissioners are not able to give any guarantee to you for the conduct of the proprietor, and they cannot engage to interfere between you and the proprietor or between you and the law; but we hope and confidently believe that no proprietor will offer any ill-treatment to anybody on account of what is said here to-day. We hope and think that all the proprietors wil follow the example which has been given by Mr M'Donald, and which is to be given by M'Leod to-day, who have stated, or will state, that there is perfect freedom of statement on the part of the witnesses. Now, if you feel you are able to tell the whole truth, you may remain and give evidence; but if you do not feel you are able to tell the whole truth, you may retire ?",61,"Murdo Mclean","Skye, Dunvegan",15
"16","—I will tell the truth, for the truth will assert itself at any rate. ",61,"Murdo Mclean","Skye, Dunvegan",16
"17","3596. Now, what statement are you charged to make on the part of those who have elected you a delegate ?",61,"Murdo Mclean","Skye, Dunvegan",17
"18","— Statements prepared by the Tenants of Edinbane. Our lots are from 6 to 8 acres of arable land. There are about 20 half lots from subdivision. A large piece of the hill has been taken from us called Ben Dhu, and no compensation, given. Several of our lots have been taken down by 1 acre, and no reduction of rents. The proprietor has never done anything for the land. The houses are built and maintained by ourselves. On removal we get compensation for the roof only. We think our rents too high, when so much land has been taken from us, and the rent in many cases raised. They were last raised to give the factor Mr Robertson votes. We are not in arrears. Seven days' work is claimed by Mr Robertson from each lot, and 2s. is taken from us for every day we miss. He likes us to give him the first offer of stock, but he does not fix the prices. A lot is allowed four cows and twenty-four sheep. Four cows are too many for the pasture. The profits from sheep go direct to Mr Robertson for rent. We never touch a penny of the money. The money from our sheep for the rent, instead of being put in the bank for us until Martinmas -when it is due, is kept by Mr Robertson for his own use, and we get no interest from him for it. We cannot utilise fishing for the want of proper boats, &c. Fishing should be distinct from crofting. There were plenty of evictions in Grishornish and Coshletter before the time of the late Mr M'Leod. Many of us have seen the law officers come and strip the roofs in Edinbane, and pour water down on the fires. The people evicted mostly emigrated. They got no compensation. The land is now largely in the hands of Mr Robertson, the factor. We would migrate, not emigrate. No Gaelic is taught at our schooL We would like our children taught to read the Gaelic Bible. The school rates are a shilling. Fees for standard IIL Is. 6d. There are eight paupers on the estate; most of these on Ben-Dhu have come from other places. Several cottars have been removed by the late Mr M'Leod and by Mr Robertson from Grishornish and Coshletter and put upon us. The poor-rates are 8d. Mr Robertson, the factor, has the lands once belonging to us of Kerrol and Ben-Dhu in his own hands. We received no reduction when these lands were taken from us. Mr Robertson keeps a meal-store, and we nearly all deal with him. We are this year already very deep in his books for meal. When Mr Robertson put the money on to our rents, for votes for himself as he said, he promised to make it good to us, but he has never done so, although we protest every year. We can give many other instances of oppression. One man took in a lodger against Mr Robertson's wish. He was fined a £1, and had to pay the £1 for five or six years, and was only pardoned last Martinmas. Another man for selling a stack of corn off the farm, although he had offered it to Mr Robertson several times, and was in sore need of ready money, was punished by having his rent raised from £3, 8s. 5d. to £4, which he still pays. The year before last two men quarreled about the march of their crofts. Mr Robertson ended the quarrel by fining the man with the largest croft 10s. a year on to his rent, and no corresponding reduction to the man with the small croft. In November last the factor put 7s. on to a half lot, with the reason stated, "" I want to make a gentleman of you, and give you a vote."" Mr Robertson has two shares of sheep in the hill, and although we complained, he will not pay for the grazing, and he refuses to let our sheep go over the lands of Kerrol, which is our right in winter, and makes us twice a year build up the dyke that keeps our own sheep out of our own grazings. We have to submit to such things as these, for fear of being evicted. Reforms wanted. More land and fixity of tenure. We cannot improve our lands at present as they will not support our families while we are improving them; but if we had enough of land to keep us on it the whole year round, and if we were made secure against fines and evictions from petty spite of the factor or other causes, we would improve it, and there would be no more heard of destitution in hard years like this. When the credit which this bad year drove us into is settled for, there will not be much of our stock left to us we think. Our delegates will be able to give evidence to all the above. The delegates appointed are MURDO M 'LEAN, NEIL GILLES, KENNETH M 'FIE, EWEN M 'LEA N.' Mr Robertson, Grishornish.",61,"Murdo Mclean","Skye, Dunvegan",18
"19","—I wish to state to the tenants of Edinbane that whatever they state here, no notice of it will be taken by me whatever. They are quite at liberty to say whatever they choose. ",61,"Murdo Mclean","Skye, Dunvegan",19
"20","3597. Sir Kenneth Mackenzie.",61,"Murdo Mclean","Skye, Dunvegan",20
"21","—How many crofters are there in Edinbane ",61,"Murdo Mclean","Skye, Dunvegan",21
"22","—Twenty-five whole crofts. ",61,"Murdo Mclean","Skye, Dunvegan",22
"23","3598. How many of these are subdivided?",61,"Murdo Mclean","Skye, Dunvegan",23
"24","—Ten, ",61,"Murdo Mclean","Skye, Dunvegan",24
"25","3599. That makes thirty-five families in possession of land ?",61,"Murdo Mclean","Skye, Dunvegan",25
"26","—Yes. ",61,"Murdo Mclean","Skye, Dunvegan",26
"27","3600. Are you speaking for any other townships besides Edinbane ?",61,"Murdo Mclean","Skye, Dunvegan",27
"28","— Only for Edinbane. ",61,"Murdo Mclean","Skye, Dunvegan",28
"29","3601. There was another township named Coshletter, are you not speaking for Coshletter?",61,"Murdo Mclean","Skye, Dunvegan",29
"30","—There are no tenants there; the landlord has it ",61,"Murdo Mclean","Skye, Dunvegan",30
"31","3602. For how long has there been that number of tenants in Edinbane?",61,"Murdo Mclean","Skye, Dunvegan",31
"32","— t was at first apportioned out into twenty-five lots. That was long ago. ",61,"Murdo Mclean","Skye, Dunvegan",32
"33","3603. You have been twenty-nine years a crofter; were they apportioned out when you first remember, twenty-nine years ago ?",61,"Murdo Mclean","Skye, Dunvegan",33
"34","—They were divided at that time as they are now. ",61,"Murdo Mclean","Skye, Dunvegan",34
"35","3604. And were they divided long before that time ?",61,"Murdo Mclean","Skye, Dunvegan",35
"36","—Yes, I cannot tell how long it is since the division was made. ",61,"Murdo Mclean","Skye, Dunvegan",36
"37","3605. Since how long have ten of those crofts been subdivided ?",61,"Murdo Mclean","Skye, Dunvegan",37
"38","—A long time before we came to Edinbane. ",61,"Murdo Mclean","Skye, Dunvegan",38
"39","3606. Then there have been thirty-five families in possession so long as you remember?",61,"Murdo Mclean","Skye, Dunvegan",39
"40","—Yes. ",61,"Murdo Mclean","Skye, Dunvegan",40
"41","3607. Are there any cottars upon these lands of Edinbane in addition to the thirty-five families holding land ?",61,"Murdo Mclean","Skye, Dunvegan",41
"42","—Yes. ",61,"Murdo Mclean","Skye, Dunvegan",42
"43","3608. What number will there be?",61,"Murdo Mclean","Skye, Dunvegan",43
"44","—There are ten, I think. ",61,"Murdo Mclean","Skye, Dunvegan",44
"45","3609. Have those ten families always been there?",61,"Murdo Mclean","Skye, Dunvegan",45
"46","—No. ",61,"Murdo Mclean","Skye, Dunvegan",46
"47","3610. When did they come? Were they born there, or were they brought in there ?",61,"Murdo Mclean","Skye, Dunvegan",47
"48","—They were brought in. Most of them were brought in. ",61,"Murdo Mclean","Skye, Dunvegan",48
"49","3611. Where were they brought in from ?",61,"Murdo Mclean","Skye, Dunvegan",49
"50","—Most of them from Coshletter and Grishornish. ",61,"Murdo Mclean","Skye, Dunvegan",50
"51","3612. How many?",61,"Murdo Mclean","Skye, Dunvegan",51
"52","—Six were brought in from outside Edinbane. They came from Grishornish and Coshletter, one being from Grishornish. ",61,"Murdo Mclean","Skye, Dunvegan",52
"53","3613. And four were born in Edinbane?",61,"Murdo Mclean","Skye, Dunvegan",53
"54","—Yes. There are four of these six paupers. ",61,"Murdo Mclean","Skye, Dunvegan",54
"55","3614. How long is it since they were brought in ?",61,"Murdo Mclean","Skye, Dunvegan",55
"56","—It was in the late proprietor's time; he brought in four of them, and Mr Robertson two. ",61,"Murdo Mclean","Skye, Dunvegan",56
