"","text","id","witness","area","record_row_num"
"1","Rev. JAMES FRASER, Minister of the Congregational Church, Sulem (70)—examined.",371,"Rev James Fraser","Shetland, Hillswick",1
"2","21214. The Chairman.",371,"Rev James Fraser","Shetland, Hillswick",2
"3","—Is your communion a very numerous one in these islands?",371,"Rev James Fraser","Shetland, Hillswick",3
"4","—Not very numerous.",371,"Rev James Fraser","Shetland, Hillswick",4
"5","21215. From what date has it existed?",371,"Rev James Fraser","Shetland, Hillswick",5
"6","—I am not able to fix the precise date. I think it is just about as old as the century.",371,"Rev James Fraser","Shetland, Hillswick",6
"7","21216. Under whose influence was it established?",371,"Rev James Fraser","Shetland, Hillswick",7
"8","—Under the influence of the late brothers, Robert and James Haldane.",371,"Rev James Fraser","Shetland, Hillswick",8
"9","21217. And since their death it has supported itself?",371,"Rev James Fraser","Shetland, Hillswick",9
"10","—Yes.",371,"Rev James Fraser","Shetland, Hillswick",10
"11","21218. Do you stand in immediate connection with the English congregations in the same communion?",371,"Rev James Fraser","Shetland, Hillswick",11
"12","—Not in immediate connection, but pretty close.",371,"Rev James Fraser","Shetland, Hillswick",12
"13","21219. Is the Scotch Congregationalist Church a separate organisation?",371,"Rev James Fraser","Shetland, Hillswick",13
"14","—Scarcely. They are very nearly amalgamated, but there are some slight differences.",371,"Rev James Fraser","Shetland, Hillswick",14
"15","21220. Do you receive any pecuniary assistance or encouragement from your English co-religionists?",371,"Rev James Fraser","Shetland, Hillswick",15
"16","—Not at all.",371,"Rev James Fraser","Shetland, Hillswick",16
"17","21221. They don't do anything for the Northern churches?",371,"Rev James Fraser","Shetland, Hillswick",17
"18","—There may be individual cases of assistance in building churches, but there is nothing done systematically.",371,"Rev James Fraser","Shetland, Hillswick",18
"19","21222. You don't depend upon your richer brethren in London at all?",371,"Rev James Fraser","Shetland, Hillswick",19
"20","—No, certainly not.",371,"Rev James Fraser","Shetland, Hillswick",20
"21","21223. How long have you been settled here?",371,"Rev James Fraser","Shetland, Hillswick",21
"22","—.Since 1847.",371,"Rev James Fraser","Shetland, Hillswick",22
"23","21224. And in what class of people does your strength lie—are your adherents among the crofting population and fishermen? ",371,"Rev James Fraser","Shetland, Hillswick",23
"24","—Yes.",371,"Rev James Fraser","Shetland, Hillswick",24
