"","text","id","witness","area","record_row_num"
"1","Rev. JOHN CAMERON, Roman Catholic Priest, Dornie (41)—examined.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",1
"2","31584. Sir Kenneth Mackenzie.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",2
"3","—How long have you been in Dornie? ",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",3
"4","—Ten years. ",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",4
"5","31585. Have you any general statement to make?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",5
"6","—Not particularly.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",6
"7","31586. Y'ou heard what Mr Morison said ?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",7
"8","—I did. With regard to the general management of the estate, I can confirm what Mr Morison said. I believe that the proprietor means well to all, but as regards the people of Bundaloch really the poverty is very great. I am living in the immediate neighbourhood of that place, and I suppose I can see how they are getting on better than any other person in the parish, and I don't know how they can manage to live at all.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",8
"9","31587. Why should the people of Bundaloch be worse off than those at Letterfearn ?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",9
"10","—They are really worse.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",10
"11","31588. What is the reason ?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",11
"12","—I believe the Letterfearn people are better fishermen than the Bundaloch people, and they are nearer to the fishing ground.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",12
"13","31589. Is Bundaloch far from Letterfearn?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",13
"14","—No, about half a mile.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",14
"15","31590. Is there difficulty in taking the boats up?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",15
"16","—There is a strong current passing Dornie, and if the current is not going with them it is very hard to work against it. I may also say that, as far as the proprietor is concerned with us Roman Catholics in the district, we have always experienced from him perfect impartiality of treatment. He gives no favours. We have no more trouble than any one else, and no one is afraid on account of his religion of being disturbed by the proprietor or the factor.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",16
"17","31591. Mr Fraser-Mackintosh.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",17
"18","—Do you know anything of the ancient history of Bundaloch ?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",18
"19","—I cannot say that I do.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",19
"20","31592. Are you aware that a number of people were crowded upon the neighbourhood?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",20
"21","—Yes, I believe they were a long time back.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",21
"22","31593. And have they been struggling ever since?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",22
"23","—Yes.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",23
"24","31594. May I ask how many people belong to your church?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",24
"25","—I suppose in Kintail and Lochalsh district nearly eighty persons.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",25
"26","31595. How many souls?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",26
"27","—Over 140; but they are so scattered that many a time I may not have forty in the church.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",27
"28","31596. Are these all old Catholics ?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",28
"29","—Old Catholics of the district. Formerly the congregation was much larger, but gradually, by emigration and other causes, they have left the district.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",29
"30","31597. Were a number of the Macraes who used to inhabit the glens not Roman Catholics ?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",30
"31","—Some of them were; at one time there were a good number of the Macraes Catholics.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",31
"32","31598. Have you any privileges yourself ? Have you any land from the proprietor in connection with your residence ?",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",32
"33","—I have no land, and I really want no land.",534,"Rev John Cameron","Inverness-shire, Glenshiel, Letterfearn",33
