"","text","id","witness","area","record_row_num"
"1","Rev. DONALD M'LEAN, Free Church Minister, Carinish (60)—examined. ",221,"Rev Donald Mclean","North Uist, Loch Eport",1
"2","12594. The Chairman.—Were you born in this country?",221,"Rev Donald Mclean","North Uist, Loch Eport",2
"3","—No, I was born in Skye.",221,"Rev Donald Mclean","North Uist, Loch Eport",3
"4","12595. You have been here about eleven years?",221,"Rev Donald Mclean","North Uist, Loch Eport",4
"5","—Yes,",221,"Rev Donald Mclean","North Uist, Loch Eport",5
"6","12596. We have heard a great deal about the recent destitution of the people and the deterioration of their circumstances. Have you observed that of late years ?",221,"Rev Donald Mclean","North Uist, Loch Eport",6
"7","—Well, of course this year has been worse with them than any previous year since I came to this place, on account of the storms and tides and the failure of the harvest.",221,"Rev Donald Mclean","North Uist, Loch Eport",7
"8","12597. Are you aware that any part of the poorer people are actually in want of clothing and of bedding in their houses ?",221,"Rev Donald Mclean","North Uist, Loch Eport",8
"9","—They are in need of clothing and of food—many of the poorer people.",221,"Rev Donald Mclean","North Uist, Loch Eport",9
"10","12598. Do you think that any of the poorer people have had recourse to shell-fish and substitutes of that sort for food ?",221,"Rev Donald Mclean","North Uist, Loch Eport",10
"11","— Many of the poorer people are always in the way of going to the ebb for shell-fish. That is always the case.",221,"Rev Donald Mclean","North Uist, Loch Eport",11
"12","12599. Do you find a great difference between the crofters and cottars ? Are the cottars much more liable to destitution ?",221,"Rev Donald Mclean","North Uist, Loch Eport",12
"13","—In the nature of things, the cottars must be so. There must be some difference, for the cottars have less to depend upon.",221,"Rev Donald Mclean","North Uist, Loch Eport",13
"14","12600. How do you find the parochial board in their dealings with the poor ? Do you find they pay attention to their duty, or that there is a proper distribution of relief to paupers?",221,"Rev Donald Mclean","North Uist, Loch Eport",14
"15","—I am not a member of the parochial board. I hear many of the paupers complaining, but I am not member of the board.",221,"Rev Donald Mclean","North Uist, Loch Eport",15
"16","12601. But, not being a member of the board, you are the more capable of giving an opinion on their conduct. Do you think the allowances made are defective or sufficient ?",221,"Rev Donald Mclean","North Uist, Loch Eport",16
"17","—I know the allowance is bare enough. At the same time, a number of the rate-payers find the expenditure enough. ",221,"Rev Donald Mclean","North Uist, Loch Eport",17
"18","12602. Do you find that the destitute circumstances of families are such that the children are prevented from going to church or school by want of clothing?",221,"Rev Donald Mclean","North Uist, Loch Eport",18
"19","—I am fully aware of that; many of them being so destitute that they can not really attend church or school for want of clothing.",221,"Rev Donald Mclean","North Uist, Loch Eport",19
"20","12603. You have not been engaged in farming yourself ?",221,"Rev Donald Mclean","North Uist, Loch Eport",20
"21","—Not much. I have one small park.",221,"Rev Donald Mclean","North Uist, Loch Eport",21
"22","12604. But you are not, in fact, personally very conversant with their agricultural condition?",221,"Rev Donald Mclean","North Uist, Loch Eport",22
"23","—I cannot say that I am.",221,"Rev Donald Mclean","North Uist, Loch Eport",23
"24","12605. Sir Kenneth Mackenzie.—You said they were in the habit of going to the ebb for food ?",221,"Rev Donald Mclean","North Uist, Loch Eport",24
"25","—Yes, I think so.",221,"Rev Donald Mclean","North Uist, Loch Eport",25
"26","12606. Was that also the custom in Skye where you came from ?",221,"Rev Donald Mclean","North Uist, Loch Eport",26
"27","—It was.",221,"Rev Donald Mclean","North Uist, Loch Eport",27
"28","12607. And that custom here has never ceased ?",221,"Rev Donald Mclean","North Uist, Loch Eport",28
"29","—I should think not.",221,"Rev Donald Mclean","North Uist, Loch Eport",29
"30","12608. Will they get wholesome food in that way ?",221,"Rev Donald Mclean","North Uist, Loch Eport",30
"31","—It is a help. They do not depend upon it by any means.",221,"Rev Donald Mclean","North Uist, Loch Eport",31
"32","12609. What do they get ?",221,"Rev Donald Mclean","North Uist, Loch Eport",32
"33","—They get cockles for the most part here.",221,"Rev Donald Mclean","North Uist, Loch Eport",33
