"","text","id","witness","area","record_row_num"
"1","DONALD LOGAN, Schoolmaster, Broadford (43)—examined. ",86,"Donald Logan","Skye, Broadford",1
"2","4812. The Chairman.",86,"Donald Logan","Skye, Broadford",2
"3","—How long have you been a schoolmaster ",86,"Donald Logan","Skye, Broadford",3
"4","— Twenty years. I have been twelve and a half years at Broadford. ",86,"Donald Logan","Skye, Broadford",4
"5","4813. Were you teacher here before the new system was introduced ? ",86,"Donald Logan","Skye, Broadford",5
"6","—I was. I was a parochial teacher. I declined at first to become a delegate, but at the urgent request of several of the other people at a public meeting, I came forward. I am not unwilling, however, to give evidence from any knowledge I have, and I have jotted down the different-things gathered from what others say and from what I know myself. As to their holdings, the average size is from 4 to 5 acres, with outrun. The ",86,"Donald Logan","Skye, Broadford",6
"7","rents for these crofts are from £5 to £6. On such holdings the people become poorer and poorer, and would require at least 12 acres, and pasture for forty sheep. The soil becomes deteriorated in consequence of being turned every year for a number of years, and the rainfall of the country is so great that even the manure in summer is washed away. I have observed the rainfall for eight or nine years, and in some years it has been as high as 98 inches. Rain fell on 200 days in the year 1877. The holdings are only held at the will of the landlord, or rather his factor, because the people don't see and don't know the landlord. The dwellings were built at the crofter's expense, and until lately no compensation was allowed when leaving or being removed. The late factor (Tormore) told me he introduced a rule upon the estate that compensation would be allowed for crofter's houses, but the rule I was told was observed more in the breach than in the fulfilment. The rents are considered high, owing to the small extent of croft, but the crofters would be quite willing and more able to pay three times as much for a croft three times as large. My neighbour Donald Mackinnon, Harrapool, had his rent raised three times on one or two occasions after improvements. The sheep runs are mostly all the ",86,"Donald Logan","Skye, Broadford",7
"8","result of evictions, but not quite recently. The farmers consider the crofters a nuisance, and prevent them from taking away sea-weed from the shores on the farm, although by their leases they have only a claim on the sea-weed required for their own use. I was an emigration agent for New Zealand, and got six families and one or two single people to go. Ministers or factors did not encourage emigration. Those who left were in better circumstances than the average. They got free passages, and their fares paid to the port of embarkation. If they had, or could get good crofts, they would not leave; others wished to go, but were so sunk in debt that their effects would not pay their debts and outfit. As to population, nearly 1200 live within 4 square miles, or nearly 300 to the square mile, between Broadford bridge and Lussay bridge, huddled on small crofts, and driven away from their former holdings. They are mostly engaged in fishing. I have been clerk and treasurer of the school board since the passing of the Education Act until last June. No encouragement is given to clever boys. I can give information on this head if necessary. As a great many of the crofters are on the verge of pauperism, they do not now consider it so great a shame as formerly to go over to that denomination. The pauper children are the best educated in the parish, as the parish pays for them. Rates are pressing. In the ",86,"Donald Logan","Skye, Broadford",8
"9","last abstract issued by the Parochial Board in 1874, the parish was assessed for nearly £700, and the registered paupers only got £173. I produce the abstract. The proprietor charges for the sea-ware; and when the ship freighted with potatoes for the destitute was in the bay, the neighbouring sheep farmer kept from the crofters the ware with which they, intended to plant the potatoes. The people wish to get larger holdings and permanent tenure, fixed rents by land court or otherwise; but are not in favour of leases, as they fear the Greeks even bringing gifts. ",86,"Donald Logan","Skye, Broadford",9
"10","4814. Mr Fraser-Mackintosh.",86,"Donald Logan","Skye, Broadford",10
"11","—Are you aware of your own knowledge what you have stated about the farmers not giving the sea-ware ?",86,"Donald Logan","Skye, Broadford",11
"12","—I have it from those present here who told me. ",86,"Donald Logan","Skye, Broadford",12
"13","4815. And you have no doubt it is correct ",86,"Donald Logan","Skye, Broadford",13
"14","—l have no doubt it is the truth. ",86,"Donald Logan","Skye, Broadford",14
"15","4816. What are the names of the persons who were so refused?",86,"Donald Logan","Skye, Broadford",15
"16","—John M'Lean, Harrapool; John M'Leod, Harrapool; William Fraser,—these three people checked for taking it away. ",86,"Donald Logan","Skye, Broadford",16
"17","4817. But who were the people who would not give the ware?",86,"Donald Logan","Skye, Broadford",17
"18","—The tacksman of Corrie—Mr Murchison. ",86,"Donald Logan","Skye, Broadford",18
"19","4818. Anybody else than he?",86,"Donald Logan","Skye, Broadford",19
"20","—Nobody that I am aware of. ",86,"Donald Logan","Skye, Broadford",20
"21","4819. You are now referring to the seed potatoes that benevolent people in the south sent here ?",86,"Donald Logan","Skye, Broadford",21
"22","—Quite so. ",86,"Donald Logan","Skye, Broadford",22
"23","4820. Mr Cameron.",86,"Donald Logan","Skye, Broadford",23
"24","—How do you come to be clerk and treasurer of the school board ?",86,"Donald Logan","Skye, Broadford",24
"25","—I was parochial schoolmaster. ",86,"Donald Logan","Skye, Broadford",25
"26","4821. Is it usual for a schoolmaster to be clerk and treasurer?",86,"Donald Logan","Skye, Broadford",26
"27","—There is no other body whom the board could get to do it. I was returning officer, and then I became clerk and treasurer. ",86,"Donald Logan","Skye, Broadford",27
"28","4822. It is not usual iu this country?",86,"Donald Logan","Skye, Broadford",28
"29","—It is not uncommon. ",86,"Donald Logan","Skye, Broadford",29
"30","4823. Sheriff Nicolson.",86,"Donald Logan","Skye, Broadford",30
"31","—To what extent are they learning the higher branches as compared with the time before the passing of the Education Act?",86,"Donald Logan","Skye, Broadford",31
"32","—I may say that there is about 5 per cent., and I should say there was then 10 per cent., but then we had not the accommodation we have now. We were huddling seventy scholars into a room 16 by 24 feet. I had often to tear out the windows to allow the scholars to get a breath of fresh air, and to stand at the door to get a breath of it myself. Scholars had to travel 6 miles, and to bring in stones, as they could not get seats to sit upon in the school. ",86,"Donald Logan","Skye, Broadford",32
"33","4824. Do they attend well?",86,"Donald Logan","Skye, Broadford",33
"34","—There is no pressure put upon the children. I think if the school board did their duty the children would attend. They are very poor, and in the winter season, when they get ",86,"Donald Logan","Skye, Broadford",34
"35","their clothes wet, it is not easy for them to come back again ",86,"Donald Logan","Skye, Broadford",35
"36","4825. Have any of the parents been reported and fined ?",86,"Donald Logan","Skye, Broadford",36
"37","—Only in one township, and it was rather a quarrel between two townships as to where the school should be located. ",86,"Donald Logan","Skye, Broadford",37
"38","4826. The Chairman.",86,"Donald Logan","Skye, Broadford",38
"39","—What is your native place ?",86,"Donald Logan","Skye, Broadford",39
"40","—Sutherlandshire. ",86,"Donald Logan","Skye, Broadford",40
"41","4827. A schoolmaster who belonged to the south told us he did not find the children here so apt for education as in the south ?",86,"Donald Logan","Skye, Broadford",41
"42","—I think he was quite wrong. I have had children from the south and children from the north, and the children from the north, when they came to be advanced and got a classical education, were not in any way behind the others. ",86,"Donald Logan","Skye, Broadford",42
"43","4828. You speak Gaelic ?",86,"Donald Logan","Skye, Broadford",43
"44","—Plenty, and read it and write it too, and use it occasionally in the school, but not as a class subject. ",86,"Donald Logan","Skye, Broadford",44
"45","4829. But in conveying to your pupils an understanding of English you use it ?",86,"Donald Logan","Skye, Broadford",45
"46","—When they are beginning, and I show them the similarity of certain words. I find it very useful, especially when infants come into the school in their first two years before they understand English. I find it ",86,"Donald Logan","Skye, Broadford",46
"47","very usefid in the discipline, because there is a sort of bond of union between the scholars and myself. ",86,"Donald Logan","Skye, Broadford",47
"48","4830. Sheriff Nicolson.",86,"Donald Logan","Skye, Broadford",48
"49","—Many of the children, I suppose, come to you without a word of English?",86,"Donald Logan","Skye, Broadford",49
"50","—Two-thirds. ",86,"Donald Logan","Skye, Broadford",50
"51","4831. Are there many of your people still who speak no English in this district?-",86,"Donald Logan","Skye, Broadford",51
"52","—Not very many. ",86,"Donald Logan","Skye, Broadford",52
"53","4832. Then, as to reading newspapers. We are told of one paper which is not popular here. Do you know of any paper or more than one paper that is particularly read here?",86,"Donald Logan","Skye, Broadford",53
"54","—The Chronicle is the paper which is generally read. ",86,"Donald Logan","Skye, Broadford",54
"55","4833. No Glasgow or Dundee paper?",86,"Donald Logan","Skye, Broadford",55
"56","—We sometimes get a sight of Glasgow and Dundee papers, ",86,"Donald Logan","Skye, Broadford",56
"57","4834. Is the People Journal much read here ?",86,"Donald Logan","Skye, Broadford",57
"58","—I suppose about a dozen or two. ",86,"Donald Logan","Skye, Broadford",58
"59","4835. Sir Kenneth Mackenzie.",86,"Donald Logan","Skye, Broadford",59
"60","—Are there about 5 per cent of the scholars in the higher standards now ?",86,"Donald Logan","Skye, Broadford",60
"61","—Yes. ",86,"Donald Logan","Skye, Broadford",61
"62","4836. And there used to be about 10 per cent. ",86,"Donald Logan","Skye, Broadford",62
"63","—Yes. ",86,"Donald Logan","Skye, Broadford",63
"64","4837. And the accommodation was very much worse. What is the reason of this falling off?",86,"Donald Logan","Skye, Broadford",64
"65","—One chief reason is that we have a system of cram now, and we have not the same scope for teachers that we had formerly. Wre have to make up to a certain age, and ' it is the cow that ' milks' which is looked to, and I must prepare for the day of inspection. Specific subjects do not pay. ",86,"Donald Logan","Skye, Broadford",65
"66","4838. Then you mean to say you don't encourage the children to take up the higher subjects?",86,"Donald Logan","Skye, Broadford",66
"67","—I would, if I had the time to devote to them. ",86,"Donald Logan","Skye, Broadford",67
"68","4839. But owing to the pressure put upon you, you are not able to do so1?",86,"Donald Logan","Skye, Broadford",68
"69","—I am not able to devote the time, otherwise I would be very glad to do so. ",86,"Donald Logan","Skye, Broadford",69
"70","4840. There was a statement that the assessments in the parish came to £700 a year?",86,"Donald Logan","Skye, Broadford",70
"71","—In that particular year, 1874. ",86,"Donald Logan","Skye, Broadford",71
"72","4841. There was £173 of that spent upon paupers. How much was spent on education ?",86,"Donald Logan","Skye, Broadford",72
"73","—We first had a rate of 9d. to secure the grant. Then we had a rate of 5d., but since then it has reached Is. 8d., till last year when it reached 2s. O|d. ",86,"Donald Logan","Skye, Broadford",73
"74","4842. What is the parochial rate ?",86,"Donald Logan","Skye, Broadford",74
"75","—I cannot say. I do not pay it on my house. I believe it is Is. l|d. on tenants. ",86,"Donald Logan","Skye, Broadford",75
"76","4843. If £173 went to the paupers, what became of the rest?",86,"Donald Logan","Skye, Broadford",76
"77","—There was £77 for management and £65 to the doctor, and £50 for some arrears by the auditor. ",86,"Donald Logan","Skye, Broadford",77
"78","4844. There seems to be a large payment for doctors and for paupers out of the parish and for paupers in the asylum, and poorhouse besides ?",86,"Donald Logan","Skye, Broadford",78
"79","— Likely. ",86,"Donald Logan","Skye, Broadford",79
"80","4845. You have no reason to suppose the parochial board is not properly managed ?",86,"Donald Logan","Skye, Broadford",80
"81","—I cannot say ; I have nothing to do with the parochial board. ",86,"Donald Logan","Skye, Broadford",81
"82","4846. But you have brought this up as a representation from the people who delegated you ?",86,"Donald Logan","Skye, Broadford",82
"83","—Yes, showing how heavy the rates are. I am not reflecting on the parochial board. ",86,"Donald Logan","Skye, Broadford",83
"84","4847. Professor Mackinnon.",86,"Donald Logan","Skye, Broadford",84
"85","—The inference was of course that the rates might be smaller with equal efficiency ?",86,"Donald Logan","Skye, Broadford",85
"86","—I must be silent on that point, when I do not know. ",86,"Donald Logan","Skye, Broadford",86
"87","4848. Then you attribute the want of higher education entirely to the present educational arrange-ments of the country ?",86,"Donald Logan","Skye, Broadford",87
"88","—I do, for the want of a sufficient staff; but it would not pay to keep a staff. ",86,"Donald Logan","Skye, Broadford",88
"89","4849. There is no doubt that the general education is improved in all the schools of the country ?",86,"Donald Logan","Skye, Broadford",89
"90","—Certainly. ",86,"Donald Logan","Skye, Broadford",90
"91","4850. In efficiency and comfort. There are more children getting education ?",86,"Donald Logan","Skye, Broadford",91
"92","—More children get it, but I cannot say that the efficiency is greater. I cannot say we turn out more good scholars. ",86,"Donald Logan","Skye, Broadford",92
"93","4851. You come from Sutherlandshire ?",86,"Donald Logan","Skye, Broadford",93
"94","—I come from Bonar Bridge. ",86,"Donald Logan","Skye, Broadford",94
