"","text","id","witness","area","record_row_num"
"1","ALEXANDER MACDONALD, Factor, Solicitor, and Bank Agent in Portree, and Proprietor of Treaslane (42)—examined.",158,"Alexander Macdonald","Skye, Portree",1
"2","8282. The Chairman.",158,"Alexander Macdonald","Skye, Portree",2
"3","—You desire to make a statement to the Commission?",158,"Alexander Macdonald","Skye, Portree",3
"4","—I have prepared a statement, which I hope you will allow me to read, and in doing so I claim the same freedom of thought and expression which the crofters have done, —to express my thoughts and opinions just as freely as they did. I hope they will take well anything I have to say on the subject, because I have a great deal to do with them. I have the greatest interest in the crofters, and I personally have a great regard for them as my fellow-countrymen, and, on the whole, a good moral people. On the part of the various proprietors in Skye whom I have the honour to represent, I propose, in the first place, to make a few observations upon the complaints which may be said to be common to all the crofters who have appeared before the Royal Commission, and thereafter to refer to certain special statements made by some of their number. Before proceeding to make any observations on these complaints I think it is proper that there should appear on the records of the Commission a fact which has already become notorious through the public press, which is, that the inhabitants of every district in Skye were tutored and schooled before the arrival of the Commissioners by one or more persons acting under the instructions of Societies throughout Scotland, designating themselves under different appellations, as Societies for the Reformation of the Laws relating to the Tenure of Land in Scotland. As one who has been resident in Skye from the beginning to the end of the agitation which resulted in the appointment of the Royal Commission now sitting here, I can state with the utmost confidence that the ideas and sentiments of the people of Skye have to a very great extent been stirred up, influenced, and shaped by the action of these agitators. Although it must be admitted that, before the operations of these agitators commenced, there was a certain amount of discontent as to some matters, still it is an undoubted fact, as I have already stated, and one which is well known to people living in Skye, that since the action of the agitators commenced, the complaints and discontent have increased tenfold, and many matters which were formerly viewed with perfect placidity, if not with indifference, have now come to be viewed as serious grievances requiring legislative interference. I am credibly informed that at various meetings held in Skye at no distant date, the inhabitants were specially schooled into stating before the Commission, that what they wanted were larger holdings at fair rents, with fixity of tenure. I wish it specially to be understood by the Commission and by the gentlemen who held these meetings, that I do not for a moment mean to dispute their perfect right to hold them, but I do respectfully ask the Commission to bear in mind as an undoubted fact, that these meetings preceded the Commission, and that they must undoubtedly have to a very great extent influenced the minds of the people in giving evidence. Had the evidence of the people been perfectly spontaneous, I respectfully submit that it ought to have been credited with much greater weight than it can now receive. With regard to the first subject of complaint, which is to the effect that the lands are held by the crofters too highly rented, I have to state as a matter of fact, that the lands held by the crofters on the Macdonald estates, in the Isle of Skye, were about 20 per cent, at least higher in the year 1825 than they are at present. In the year 1830, the crofters’ rents were reduced by about 25 per cent., and since then they have not on an average been raised more than from 4 to 5 per cent. In some of the townships held by crofters, there have been changes of boundaries, &c.; but with the view of instituting a comparison of rents, I have selected the following townships in which no changes as to boundaries have, so far as I am aware or can trace, taken place, with the view of showing the former and the present rents :",158,"Alexander Macdonald","Skye, Portree",4
"5","—COMPARATIVE STATEMENT of RENTS of the following Townships held",158,"Alexander Macdonald","Skye, Portree",5
"6","by Crofters on the Macdonald Estates, in the Isle of Skye, in 1825, 1830, and 1883.",158,"Alexander Macdonald","Skye, Portree",6
"7","Parish of Sleat – rents in 1825, 1830 and 1883",158,"Alexander Macdonald","Skye, Portree",7
"8","Achnacloich -  £79/13/9 -  £61/5/0 -  £66/8/0",158,"Alexander Macdonald","Skye, Portree",8
"9","Calligarry - £105/0/0 - £82/10/0 £89/16/0",158,"Alexander Macdonald","Skye, Portree",9
"10","Drumfearn -  £101/17/10 - £80/10/0 £91/4/0",158,"Alexander Macdonald","Skye, Portree",10
