"","text","id","witness","area","record_row_num"
"1","Sir JOHN W. P. CAMPBELL-ORDE, Bart., Proprietor of North Uist (56)â€”examined.",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",1
"2","45515. The Chairman.",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",2
"3","â€”I believe you have a statement which you desire to read ?",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",3
"4","â€”Yes, my Lord; I thought it would facilitate matters if I embodied what I have to say in writing. ' ",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",4
"5","I beg to submit the following statement on the subject of the condition of the crofters and cottars on my estate of North Uist. In it I have noticed as they occur in the evidence of delegates and others the grievances complained of. I pass over in silence the Sollas evictions which took place before my late father purchased the estate from Lord M'Donald's trustees in the year 1855, for that reason and because anything I know on the subject of them is from hearsay. I may say, however, that statements have been made as to the employment of soldiers on that occasion which cannot be substantiated. There is also an answer to the allegation that those who were removed received no value for the fittings and roofs of their houses. I have reason to believe that the people would have been allowed to remove them to Locheport and elsewhere, where some were settled on the estate; and as regards both these and the families that emigrated being in arrear many years for rent, there really would be a  considerable balance against them after allowing for value of roofs, &c. according to the old custom of the country. The crofters who complain of charge for interest and repayment of capital which was expended on draining their lands, appear to forget that the land was supposed to be permanently improved by the drainage. The execution of the work was in Lord M'Donald's time, as proprietor, and I conclude that it was done under Government inspection. If these drains are not now efficient, I attribute it in a great measure to the carelessness of the tenants. But as a matter of fact, the rents to which drainage money had been added had all been revised by me before the Royal Commission was even talked of, and adjusted at what I and my factor considered the value of the holding, if not much below it. ",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",5
"6","Alleged fixing of Rent by possible Earnings making kelp.",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",6
"7","â€”So far as I am aware, it was only on the Boreray estate (held on a lease of four lives and three nineteen years), that this was ever done. For this neither I nor my father can be held responsible, but I believe, if reference is made to the returns of acreage of crofters' lots, and common grazing attached, and of the stock kept thereon, it will be found that the Boreray lands (I refer to those held under lease above referred to) are not rented above their real value agriculturally, although they may be comparatively dearer than others on the estate. The rent was fixed at a time when Â£ 2 was an unusually high price for a stirk or one-year-old beast; and other stock was equally lower in value than now when it is very common to hear of Â£7 or even Â£8 as the price given for a crofter's stirk. ",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",7
"8","Cottars a Burden on the Crofters.",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",8
"9","â€”There can be no doubt this is the case, and that both crofters and cottars would be pleased if the latter were removed elsewhere. But, admitting the existence of the evil, it is but fair to inquire how it has arisen before resorting to any remedy, at the expense and risk, as I understand it is proposed by some, of the proprietors, who are certainly only to blame (so far as I think has yet been proved) for a too lax enforcement of estate rules. The cottars on my estate (I speak of those on the crofters' farms) may be said to consist of two classes",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",9
"10","â€”First, such crofters who, being unable to pay rent, have from time to time lost their lands, but continued to occupy houses (in many cases there are more than one house on a croft), or built others on the croft or on the common of the farm, when the new tenant took possession of the lands. I may mention here, that the fact of the crops being the property of the outgoing tenant, may in some cases have been made an excuse for their remaining in the locality. ",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",10
"11","Second, younger sons and daughters of crofters, who are kept or allowed to come into their parents' houses after marriage. This appears generally to go on so long as they agree well together, or until the death of the crofter, and the succession of perhaps another child who finds the house too small for so large a party. When this state of things arises, a second house is built, an addition of four or six couples made to the old one, or an outhouse ostensibly built for cattle is converted into a dwelling house. Of late years this has been strictly forbidden, and stopped to the utmost of our power. I have a typical case just now in the island of Grimsay (on the M'Lean property). A shepherd in the employment of the tenant of Kallin, who lost his situation owing to a change of tenants; without even taking the trouble to ask my factor or me, he erected a new house on the common land of Grimsay. He was inter- dieted from doing so, suffered seven days' imprisonment for breach of interdict, and on his release returned to, and still inhabits the house in question. Two other cottars may be mentioned as examples of such practice",734,"Sir John W.P. Campbell-Orde, Bart","Edinburgh, ",11
