"","text","id","witness","area","record_row_num"
"1","ALEXANDER INKSTER (29)—examined. ",376,"Alexander Inkster","Shetland, Foula",1
"2","21655. Sir Kenneth Mackenzie,",376,"Alexander Inkster","Shetland, Foula",2
"3","—In what capacity are you here?",376,"Alexander Inkster","Shetland, Foula",3
"4","—I am in the employment of Messrs Garriock & Co, as manager, at Raewick. ",376,"Alexander Inkster","Shetland, Foula",4
"5","21656. For what purpose do you happen to be here?",376,"Alexander Inkster","Shetland, Foula",5
"6","—Just now, for the purpose of settling with the fishermen and tenants, I am appointed by the factor to collect rents due at November last. They are generally collected at the end of June.",376,"Alexander Inkster","Shetland, Foula",6
"7","21657. You are acting for the factor as well as Garriock & Co.?",376,"Alexander Inkster","Shetland, Foula",7
"8","—Yes.",376,"Alexander Inkster","Shetland, Foula",8
"9","21658. Will you make your statement please?",376,"Alexander Inkster","Shetland, Foula",9
"10","—Yes. The prices paid for green fish last summer were,—ling, 8s. 6d., cod, 7s., tusk, 6s. Fish are bought here at the same prices as are paid on the mainland. The fishermen are not bound to deal with or sell their fish to Messrs Garriock & Co., and never have been. They are at perfect liberty to sell to whom they choose. With regard to the shop goods, Mr Gear's statements are simply incorrect. The rates charged here are the same as at Raewick, with the exception of the meal, to which 6d. or Is. per boll is added to cover freight. It never exceeds Is., and sometimes it is 6d. The cheapest meal sold here is Indian meal, of which the price is 14s. and 15s. per boll, and for oatmeal from Scotch oats 21s. is the price charged; it varies, however. It was stated also that tobacco was sold at 5s. 10d. per lb. Now 5s. is the price, only we get a specially prepared kind for keeping in winter, for which we have to pay considerably more. It is made to keep four or five months in winter, when there is no communication with the mainland, and for that tobacco we charge 5s. 10d.; but the ordinary tobacco is sold at 5s. Messrs Garriock & Co. have more than once offered to take cattle over to the mainland, and expose them for sale at the half yearly sale at Walls, and to pay the islanders the price realised, less the freight and cost of the sale; but they prefer to sell on the island, and save risk, &c. Yearly some of the cattle bought are sold in the island without any addition being made to the price paid. The landlord or factor does not bind the people to sell to Messrs Garriock & Co. nor do Messrs Garriock & Co. interfere in any way with the people buying and selling, nor exercise any control over the tenants and fishermen, other than as merchants dealing with customers. With reference to the eggs, generally Id. per dozen less is paid than the price given on the mainland. The shells of the eggs here are thinner and more liable to breakage, and of course the irregular communication in the winter time often leads to the eggs being stale before we get them.",376,"Alexander Inkster","Shetland, Foula",10
"11","21659. What do you pay on the mainland in winter?",376,"Alexander Inkster","Shetland, Foula",11
"12","—The price varies from 7d and 8d., to as high as 9d. for a short time.",376,"Alexander Inkster","Shetland, Foula",12
"13","21660. But it is not 7d. and 8d. here?",376,"Alexander Inkster","Shetland, Foula",13
"14","—Yes, it is down to 4d., and 5d. just now at Reawick, and 4d. here, of course it varies. The cause of the thinness of the eggshell is the want of lime on the island. With regard to the rents, the rent book in my possession, dates from 1875, from which time I am not aware that any of the rents have been raised, with the exception of Mr Gear's which was £2 up to two years ago, and which was £3. 5s. last settlement.",376,"Alexander Inkster","Shetland, Foula",14
"15","—[Mr Gear]. I only paid for half a croft, as schoolmaster here; that is the £2 you refer to; the rest, the laird of Melby gave gratis to the teacher.",376,"Alexander Inkster","Shetland, Foula",15
"16","—[Mr Inkster]. Yes, but its more than two years since you resigned. The average rent value of the croft is £3 , 10s.",376,"Alexander Inkster","Shetland, Foula",16
"17","21661. How many crofts are there altogether?",376,"Alexander Inkster","Shetland, Foula",17
"18","—Thirty-eight crofts, at £3, 10s. each. The total rental, including sheep, is £140. Only ten of the thirty-eight crofters, were due balances in the rent book last year, and five of those were under £3 at last year's balancing.",376,"Alexander Inkster","Shetland, Foula",18
"19","21662. There are ponies kept here?",376,"Alexander Inkster","Shetland, Foula",19
"20","—Yes, the proprietor keeps a few; it is the only right he retains to himself. There are eight to ten",376,"Alexander Inkster","Shetland, Foula",20
"21","generally; that is the number he does not like to exceed. But sometimes, with younger beasts, it may come up to twelve or so.",376,"Alexander Inkster","Shetland, Foula",21
"22","21663. Do you never pay, in winter time, Is. per dozen for eggs?",376,"Alexander Inkster","Shetland, Foula",22
"23","—No, the price never exceeds 9d. at Reawick.",376,"Alexander Inkster","Shetland, Foula",23
"24","21664. Mr Fraser-Mackintosh.",376,"Alexander Inkster","Shetland, Foula",24
"25","—According to your statement the people in Foula have no complaint to make about their rents?",376,"Alexander Inkster","Shetland, Foula",25
"26","—I consider not, comparing them with those of other places; of course, their isolated position is against them.",376,"Alexander Inkster","Shetland, Foula",26
"27","21665. Then why do you make the statement that the rents have not been raised—what object have you in making it?",376,"Alexander Inkster","Shetland, Foula",27
"28","—Because I think, Mr Gear said the rents were raised.",376,"Alexander Inkster","Shetland, Foula",28
"29","21666. Did you not hear the chorus of concurrence that all the complaints were on account of the rents?",376,"Alexander Inkster","Shetland, Foula",29
"30","—Yes.",376,"Alexander Inkster","Shetland, Foula",30
"31","21667. Do you think that represented the feeling of the people or not?",376,"Alexander Inkster","Shetland, Foula",31
"32","—Perhaps it did.",376,"Alexander Inkster","Shetland, Foula",32
