"","text","id","witness","area","record_row_num"
"1","JAMES PURVES, Farmer, Barrogill Mains, Caithness—re-examined.",638,"James Purves","Sutherland, Helmsdale",1
"2","38726. The Chairman,",638,"James Purves","Sutherland, Helmsdale",2
"3","—I am sorry we were not able yesterday, partly on account of the hour and partly on account of the disorder, to continue your examination, but you were so good as to say you would come here. I wish particularly to hear your opinion about the prospects of the large farmers in Caithness, which I daresay would be in some degree applicable to this county. You are the author of a statement respecting the agriculture of Caithness, which I had the pleasure of reading in 1875?",638,"James Purves","Sutherland, Helmsdale",3
"4","—Yes.",638,"James Purves","Sutherland, Helmsdale",4
"5","38727. Well, since that period what has the experience of the large farmers been in Caithness?",638,"James Purves","Sutherland, Helmsdale",5
"6","—Our experience since then has been most ruinous. Our losses have been nearly equal to the rental each year since 1875.",638,"James Purves","Sutherland, Helmsdale",6
"7","38728. Is it the experience of the large farmers generally that they have a larger amount of land in hand than they care to have and be responsible for?",638,"James Purves","Sutherland, Helmsdale",7
"8","—Well, there are none yet that have given up their farms, but thsir circumstances are very much reduced from what they were. In 1875 we were all in very good circumstances indeed, and there was little fear of our being able to go on, but the price of wool has gone down so much, and we have encountered disastrous seasons that have reduced us very much in circumstances, but with favourable seasons we expect to go on again.",638,"James Purves","Sutherland, Helmsdale",8
"9","38729 But favourable seasons, I am afraid, will not raise the price of wool?",638,"James Purves","Sutherland, Helmsdale",9
"10","—Perhaps not, but with favourable seasons we have always good trade, and if trade gives way the price of wool may give way relatively. Perhaps we shall never see such prices again, colonial wool being so much in competition with ours that the price will be kept relatively lower.",638,"James Purves","Sutherland, Helmsdale",10
"11","38730. And if at this moment the class of large farmers were at liberty to do what they liked, and not bound to any engagement, would they diminish the area of their holdings or not?",638,"James Purves","Sutherland, Helmsdale",11
"12","—I don't think they would.",638,"James Purves","Sutherland, Helmsdale",12
"13","38731. Do you think they would continue to carry on those large holdings at an annual loss?",638,"James Purves","Sutherland, Helmsdale",13
"14","—Not at an annual loss. If things do not turn, they must come down some time. However, they will be obliged to struggle on as long as they can.",638,"James Purves","Sutherland, Helmsdale",14
"15","38732. Then do you expect a reduction of rental?",638,"James Purves","Sutherland, Helmsdale",15
"16","—In some cases they have got it. I got a reduction from Lord Caithness myself.",638,"James Purves","Sutherland, Helmsdale",16
"17","38733. What I want to arrive at is this, whether you think the large holdings might be in some cases broken up into smaller holdings with benefit to the people and to the country; do you think the process of consolidation has been carried too far in Caithness or not?",638,"James Purves","Sutherland, Helmsdale",17
"18","—It depends entirely on this, whether or not steam is to come into application in the cultivation of land. If steam is to come into employment, certainly the occupations cannot be too large; if steam is not to become applicable to the cultivation of land, then I hold that occupations of eighty acres, that would keep a pair of horses, and keep a man and his family in employment, are best for the country and for the whole community.",638,"James Purves","Sutherland, Helmsdale",18
"19","38734. You would fix your agricultural unit at eighty acres?",638,"James Purves","Sutherland, Helmsdale",19
"20","—At not less than eighty acres for agricultural purposes, but I would not like to say that there should be no crofting in such a district as the West Highlands, or even Caithness, or Orkney and Shetland, where the fishings are so capable of being developed to an enormous extent.",638,"James Purves","Sutherland, Helmsdale",20
"21","38735. Then you think there might be a smaller class of crofters as auxiliary to other industries?",638,"James Purves","Sutherland, Helmsdale",21
"22","—I think so.",638,"James Purves","Sutherland, Helmsdale",22
