"","text","id","witness","area","record_row_num"
"1","WILLIAM MATHIESON, Crofter, Clashmore (63)—examined.",454,"William Mathieson","Sutherland, Lochinver",1
"2","27155. Mr Fraser-Mackintosh.",454,"William Mathieson","Sutherland, Lochinver",2
"3","—Were you appointed a delegate to appear here to-day by the people of Clashmore ?",454,"William Mathieson","Sutherland, Lochinver",3
"4","—I was appointed for that purpose.",454,"William Mathieson","Sutherland, Lochinver",4
"5","27156. How many people were present when you were appointed?",454,"William Mathieson","Sutherland, Lochinver",5
"6","—A considerable number.",454,"William Mathieson","Sutherland, Lochinver",6
"7","27157. What did they tell you to say here to-day, or what have you to siy for yourself ?",454,"William Mathieson","Sutherland, Lochinver",7
"8","—What we have to say is that we feel a scarcity of land and that we have no elbow room. We have no room for cattle, or even to take crops off the bits that we have.",454,"William Mathieson","Sutherland, Lochinver",8
"9","27158. Had you plenty of room in the place twelve years ago?",454,"William Mathieson","Sutherland, Lochinver",9
"10","—No.",454,"William Mathieson","Sutherland, Lochinver",10
"11","27159. Where were you before the clearances took place?",454,"William Mathieson","Sutherland, Lochinver",11
"12","—Balacladich.",454,"William Mathieson","Sutherland, Lochinver",12
"13","27160. Can you tell us anything about the clearances of Clashmore?",454,"William Mathieson","Sutherland, Lochinver",13
"14","—I was in Clashmore when it was cleared. It was out of a croft in Clashmore that I went away to where I am now; I was removed to that place.",454,"William Mathieson","Sutherland, Lochinver",14
"15","27161. How many people were turned out of Clashmore?",454,"William Mathieson","Sutherland, Lochinver",15
"16","—About eighteen families were removed off the farm which has been made since. Thirteen of these paid rent; five or six were not paying rent.",454,"William Mathieson","Sutherland, Lochinver",16
"17","27162. Why were they removed; did they want to go?",454,"William Mathieson","Sutherland, Lochinver",17
"18","—They were all sent out of the place but three. There were only four who left the place. One went to America. The rest were disposed of by crowding them in corners of the place near about, upon others. Some new pasture in the place itself was taken in and occupied by them; I have some of that pasture land myself, and I would be batter without it; it has been a source of expense to me ever since I got it.",454,"William Mathieson","Sutherland, Lochinver",18
