"","text","id","witness","area","record_row_num"
"1","JOHN MOWAT, Bank Agent and Factor, Lybster (40)—examined.",623,"John Mowat","Caithness, Lybster",1
"2","37688. The Chairman.",623,"John Mowat","Caithness, Lybster",2
"3","—Upon what estates are you factor?",623,"John Mowat","Caithness, Lybster",3
"4","—Upon Latheronwheel only.",623,"John Mowat","Caithness, Lybster",4
"5","37689. How long have you been a factor upon this estate?",623,"John Mowat","Caithness, Lybster",5
"6","—Eight years.",623,"John Mowat","Caithness, Lybster",6
"7","37690. Who was the previous factor?",623,"John Mowat","Caithness, Lybster",7
"8","—I don't think Major Stocks had a factor. He had a manager who looked after the estate.",623,"John Mowat","Caithness, Lybster",8
"9","37691. Had you ever been connected with the management of land?",623,"John Mowat","Caithness, Lybster",9
"10","—Not previously.",623,"John Mowat","Caithness, Lybster",10
"11","37692. Are you in the occupation of land yourself?",623,"John Mowat","Caithness, Lybster",11
"12","—Not at present.",623,"John Mowat","Caithness, Lybster",12
"13","37693. You have no holding?",623,"John Mowat","Caithness, Lybster",13
"14","—None.",623,"John Mowat","Caithness, Lybster",14
"15","37694. Have you any statement you wish to make in consequence of what occurred to-day?",623,"John Mowat","Caithness, Lybster",15
