"","text","id","witness","area","record_row_num"
"1","Rev. RODERICK MORISON, Minister of the Parish of Kintail—examined.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",1
"2","31380. Sir Kenneth Mackenzie.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",2
"3","—Have you a statement which you wish to read?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",3
"4","—Yes. 'I am a native of the parish of Kintail, and have resided in it all my life, except for about fourteen years, during which I was settled in other parishes. During that time, however, I was in constant communication with the parish, and visited it frequently. I am therefore intimately acquainted with the condition of the people, with almost every individual of whom I am personally acquainted. The population at the last census was 688—of these about fifty are paupers; there being, including lunatics in the asylum and paupers resident in other parishes, about sixty persons on the poors' roll —of these twenty-three are resident in the villages of Bundaloch and Carndubh. I attribute the excessive pauperism of the parish to the large number of people who have no land 1 worth speaking of. The population has decreased in round numbers about one hundred in each decade during my time, except in the last, when the decrease was sixty-five. The parish is said to contain 213 square miles, which gives an average population of a little over one family to two square miles. I consider that the condition of the people has materially improved in respect of comforts since the earliest times I can remember. My recollections, however, date from a period of exceptional severity, which followed on the failure of the potato crop. The causes of this increased comfort and prosperity are not easy to define, but the fact is beyond question. The people are better clad, fed, and educated than they were a generation ago. They have learned to do more for themselves, have more intercourse with the south, and more friends and relatives there, have better fishing gear, and get better prices for anything they can produce. Some of them are, however, in great poverty still, and how they manage to support themselves it is very difficult to see. There is an almost entire absence of crime among them. During the five years I have been minister here, there has not been a single case before the courts unless one or two trifling breaches of the peace—the most serious of which was, I believe, punished by a fine of 10s. There have been no evictions from houses within my time; but besides the general eviction at Bundaloch, of which evidence is to-day before the Commission, there have been several evictions from lands for non-payment of rent and for keeping shebeens. I think that the management of the estate of Sir Alexander Matheson has been, split from the Bundaloch case, on the whole judicious and kindly, and does not at present afford much ground for complaint. The tenants have been assisted to build better houses; in many cases feus or building leases have been granted to suitable persons, at the village of Dornie substantial reductions of rent have been granted, and generally it appears to me that all that could reasonably be expected has been done for those who are tenants. The whole of the inhabited portion of the parish belongs to Sir Alexander Matheson—the portion belonging to Chisholm of Chisholm being entirely deer forest and a sheep farm. A large portion of the grazing land in the heights of the parish has been turned into deer forests. £1905 is paid for forest land in the parish by one person, who in this and the two adjoining parishes pays £3395 for forest land, besides a large sum for the shooting of land farmed by tenants. I entertain very strong opinions as to the injurious effects of deer forests on the country and the people, and if the time at the disposal of the Commissioners admits (or if they will receive a written statement from me on the subject hereafter) should much desire an opportunity of stating my views on that subject",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",4
"5","—R. MORISON.'",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",5
"6","31381. You state that the management of Sir Alexander Matheson's property has been in the main good, with the exception of the eviction of Bundaloch?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",6
"7","—Yes.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",7
"8","31382. And you say there were other evictions for shebeening and non-payment of rent ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",8
"9","—Yes.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",9
"10","31383. Did these evictions at Bundaloch not take place for non-payment of rent ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",10
"11","—I don't know; they were before my time.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",11
"12","31384. And you make these statements without knowing the circumstances?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",12
"13","—I know the people were in great poverty, and likely to be in arrears.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",13
"14","31385. That time followed upon the destitution of 1847-48?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",14
"15","—Yes.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",15
"16","31386. Were arrears common throughout the country at the time ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",16
"17","—I presume so, but that is rather previous to my recollection.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",17
"18","31387. Mr Cameron.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",18
"19","—With regard to the subdivision of the crofts, I suppose you would like to see the cottars enjoy a certain portion of the land ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",19
"20","—Certainly.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",20
"21","31388. Do you think the land near where they reside is suitable for their occupation ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",21
"22","—Yes, but there is not enough for them in the neighbourhood.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",22
"23","31389. How many cottars without land are there altogether in the parish ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",23
"24","—I should think about forty; but that is only a guess.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",24
"25","31390. In what portion of the parish could these cottars find land suitable for their occupation?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",25
"26","—Some of them about Bundaloch.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",26
"27","31391. Could any of these cottars obtain land without subdividing the farms?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",27
"28","—No, I think not; all the land is let to somebody.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",28
"29","31392. Are the farms which require to be subdivided large farms or moderate sized ones ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",29
"30","—We have only one farm which can be called large—Kilellan—which pays £840 I think.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",30
"31","31393. Could any portion of that be suitably given to form crofts?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",31
"32","—I think so.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",32
"33","31394. Are there any cottars resident on that farm?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",33
"34","—Yes; I think three or four.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",34
"35","31395. Is the land in the immediate vicinity of where these cottars reside suitable for cultivation —the land on the large farm ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",35
"36","—Yes.",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",36
"37","31396. What is the size of the other farms on which the cottars reside ?",530,"Rev Roderick Morison","Inverness-shire, Glenshiel, Letterfearn",37
