"","text","id","witness","area","record_row_num"
"1","DONALD M'DONALD, sen., Cottar, Polnish (nearly 80)—examined.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",1
"2","33396. The Chairman.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",2
"3","—What statement have you to make?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",3
"4","—' Polnish is not a crofter, but only a cottar, township of three householders, whose fathers had land in the place. Two of us pay 30s. a year and one pays £ 2 of rent for mere shells of black houses which we thatch ourselyes; and for a cow's grass apiece we pay £ 3 to the tacksman. At first we had of land what enabled us to winter the cows and grow some potatoes. Some of this land was near our houses, where we could look after it, but another portion is about a mile away. But the tacksman took the near portion from us and only left us the distant piece; but since the deer have come in we have lost the use of it entirely. For a time we were able to guard it from the sheep; but the deer come by night, and the last time we attempted to grow potatoes, they were of no use. So we have had to give up grass and potato ground, as no fence has been erected to protect the ground from the sheep and deer. We were promised a fence by the late Mr Astley and by MrM'Kenzie, factor, and on the strength of these promises we planted potatoes; but they were destroyed, and our husbandry entirely stopped. The result is that from being poor we have become poorer, and our case is truly pitiable. We are a sad example of the ruinous effects of the growth of deer forests—especially where they are not fenced. Our demands are not great. We would be thankful for as much land as would afford us summering and wintering for a cow, and land in which we could plant a few potatoes; and we wish to be protected from the deer above all things. Sheep were bad enough, but the deer have nearly finished us.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",4
"5","—DONALD M'DONALD jun., DONALD M'DONALD sen., ARCHIBALD M'DOUGALL.'",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",5
"6","33397. Is Donald M'Donald jun., who signs this paper, your son? ",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",6
"7","—He is a sister's son.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",7
"8","33398. Do you pay rent to the proprietor or the farmer?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",8
"9","—We pay rent for the house to the proprietor, and for the cow's grass to the tenant.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",9
"10","33399. How much do you pay?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",10
"11","—Two of us pay 30s. each, and one £2.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",11
"12","33400. Is that for the house alone without any land at all?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",12
"13","—There is a little garden.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",13
"14","33401. How big is the garden—as big as this room?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",14
"15","—About as big as this room. We pay £ 3 each for the cow.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",15
"16","33402. Who built the house?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",16
"17","—My brother had first the house and the ground. Then the house got old, and it was young Mr Astley who reroofed it and put it in order.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",17
"18","33403. Is that the reason you pay rent for the house?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",18
"19","—Yes, that is the reason.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",19
"20","33404. And you have a piece of potato ground?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",20
"21","—We have just the enclosed garden for potato ground.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",21
"22","33405. If it is enclosed how did the deer get at it?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",22
"23","—We had formerly potato ground and wintering for a cow.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",23
"24","33406. What complaint have you to make about the deer?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",24
"25","—The tenant gives us potato ground which is a mile away from the house, and we used to be troubled with the sheep first; and then the deer began, and they are worse. They promised to put up a fence, but that was not done, and we ceased to plant potatoes there.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",25
"26","33407. Whose deer are they?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",26
"27","—They belong to the estate. I don't know where they come from.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",27
"28","33408. Do they come out of the park here?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",28
"29","—They don't come out of the forest upon this estate; they come from the mountain land in the heights of the country. I pay 48s. for the wintering of a cow.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",29
"30","33409. The factor stated that you were in arrears of rent, and that if you paid that you would get the fence put up for you?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",30
"31","—There is no rent due except the current half year's.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",31
"32","33410. (To Mr Mackenzie, factor).",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",32
"33","—The old man states that there is no arrear of rent?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",33
"34","—I am sorry to say the rent roll shows an arrear of rent.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",34
"35","—[M'Donald]. There were no arrears of rent due to the proprietor at last Martinmas.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",35
"36","—[Mr Mackenzie]. Which of them is in arrears I cannot state; there are three of them altogether.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",36
"37","—[M'Donald]. Two of us have fully paid up, but I cannot say for the third.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",37
"38","33411. How many years have you been living in this house?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",38
"39","—Fortysix or forty-seven years.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",39
"40","33412. Have you been paying rent the whole of that time to the landlord?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",40
"41","—Yes, but the rent was only 6d. till the last repair was made.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",41
"42","33413. How long is it since the last repair was made?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",42
"43","—Four years.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",43
"44","33414. How much did the repair cost?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",44
"45","—I don't know. Only he asked me whether I would be wilting to pay £1 for the house when I got it repaired, and I said I would.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",45
"46","33415. Were you better pleased to pay 6d. for the house as it was before, or 30s. as it is now?",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",46
"47","—Well, it was in danger of falling formerly, and you could not live in it anyhow.",558,"Donald Mcdonald senior","Inverness-shire, Arisaig",47
