"","text","id","witness","area","record_row_num"
"1","MURDO MACRAE, Cottar, Morvich (58)—examined.",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",1
"2","31183. Sir Kenneth Mackenzie.",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",2
"3","—Have you been elected by the cottars of Morvich ?",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",3
"4","—I was.",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",4
"5","31184. How many of them were at the meeting?",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",5
"6","—Twenty, but they were not all there. I have a statement which I wish to read.",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",6
"7","31185. Is that statement on behalf of the whole of the cottars?",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",7
"8","—Yes, from the whole of them included in the forest",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",8
"9","—' Parish of Glenshiel, Estate of Kintail. The following delegates have been appointed to lay before the Royal Commission the case of the cottars on what was the farm of Morvich, and is now included in the deer forest of MrWinans, viz., Murdoch Macrae, Alexander Maclennan, and Duncan Macrae. They beg to submit the following statement, and are prepared to answer any questions bearing thereon or on any matters relating to their position, on which information may be desired. On this land there are nineteen houses, in seven of which there is only one inmate in each. In the remaining twelve there are families of from two to eight persons. Among all these there are less than four acres of land available for growing potatoes or other crop. For the use of such portions as they had of this land such as were able gave work to the value of £ 1 per annum to the tenants and latterly to the proprietor. Five have cows, for which £3 per annum each was paid for liberty to graze on the farm. All the lands of Morvich and Inchewe have been let to Mr AVinans, who has endeavoured to compel the proprietor to turn all the cottars out of house and home. The history of the "" Kintail Crofters "" case is so well known that it need not be further referred to. The proprietor does not seem to have made any stipulation in his agreement with Mr A Winans for their being allowed to remain on the ground, which he might easily have done. While the cottars can scarcely get a bit of land in which to grow a little food, there are many acres of excellent arable land at Morvich, which are admirably adapted for the use of crofters, and which might have been given to them without any damage to the deer forest. Of this land no use whatever is being made at present. Some of it is covered with weeds, and many acres (about 30) are under a most luxuriant crop of clover and grasses, which has been allowed to rot on the ground, and is actually offensive to the senses of people who pass along the road. Since the farm has been turned into a desert no employment of any kind is given to the cottars. Not one of them is even employed to walk over the ground and turn deer, every person employed being brought from a distance. The cottars are in great poverty, and are most anxious to have a reasonable amount of land—and some security against being turned out of the houses they have erected for themselves.'",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",9
"10","31186. Was this paper read at any meeting of the cottars at Morvich?",524,"Murdo Macrae","Inverness-shire, Glenshiel, Letterfearn",10
