"","text","id","witness","area","record_row_num"
"1","JOHN SUTHERLAND, Feuar and Tenant, Rosehall (52)— examined.",661,"John Sutherland","Sutherland, Bonar Bridge",1
"2","39750. The Chairman.",661,"John Sutherland","Sutherland, Bonar Bridge",2
"3","—In what year was the property sold by the Matheson family to Mr Mackay ?",661,"John Sutherland","Sutherland, Bonar Bridge",3
"4","—In 1870. ",661,"John Sutherland","Sutherland, Bonar Bridge",4
"5","39751. To whom was it sold by Mr Mackay?",661,"John Sutherland","Sutherland, Bonar Bridge",5
"6","—To Mr Robert Tennant of Leeds.",661,"John Sutherland","Sutherland, Bonar Bridge",6
"7","39752. Was it not sold first to a company?",661,"John Sutherland","Sutherland, Bonar Bridge",7
"8","—No; but Mr George Grant Mackay had Messrs Rule and Stewart as his partners when he bought the estate first, and he paid them off, and kept the estate for himself.",661,"John Sutherland","Sutherland, Bonar Bridge",8
"9","39753. Then Mr Mackay bought the estate in partnership with other persons?",661,"John Sutherland","Sutherland, Bonar Bridge",9
"10","—Yes, in 1870.",661,"John Sutherland","Sutherland, Bonar Bridge",10
"11","39754. But then he bought in for himself separately?",661,"John Sutherland","Sutherland, Bonar Bridge",11
"12","—Yes.",661,"John Sutherland","Sutherland, Bonar Bridge",12
"13","39755. And ho has sold another portion of it?",661,"John Sutherland","Sutherland, Bonar Bridge",13
"14","—Yes. He has sold Glen Cassley, but he sold that before he got Rosehall as his own portion.",661,"John Sutherland","Sutherland, Bonar Bridge",14
"15","39756. But the two properties were first of all sold by the Mathesons altogether ?",661,"John Sutherland","Sutherland, Bonar Bridge",15
"16","—There are three properties—Glen Cassley, Glen Rossal, and Rosehall. They were sold altogether in 1870.",661,"John Sutherland","Sutherland, Bonar Bridge",16
"17","39757. How much was the price of the three?",661,"John Sutherland","Sutherland, Bonar Bridge",17
"18","—£50,000.",661,"John Sutherland","Sutherland, Bonar Bridge",18
"19","39758. Then Mr Mackay became proprietor of one of these ?",661,"John Sutherland","Sutherland, Bonar Bridge",19
"20","—Yes.",661,"John Sutherland","Sutherland, Bonar Bridge",20
"21","39759. And he sold that one to Mr Tennant; how much did he get for the one ?",661,"John Sutherland","Sutherland, Bonar Bridge",21
"22","—I am not certain of the amount, I believe it was close on £50,000; but for the whole estate they got £100,000.",661,"John Sutherland","Sutherland, Bonar Bridge",22
"23","39760. They bought the three properties for £50,000, and got £100,000 for them ?",661,"John Sutherland","Sutherland, Bonar Bridge",23
"24","—Yes.",661,"John Sutherland","Sutherland, Bonar Bridge",24
"25","39761. Were they supposed to have laid out much money on improvements?",661,"John Sutherland","Sutherland, Bonar Bridge",25
"26","—Very little. There were temporary roads made, and some of the hill pasture that was to be feued was ploughed by oxen so as to encourage feuars to feu the ground.",661,"John Sutherland","Sutherland, Bonar Bridge",26
"27","39762. Since Mr Tennant bought Rosehall, what has he done with the property ?",661,"John Sutherland","Sutherland, Bonar Bridge",27
"28","—There were a few that were unable to keep their feus, and the land fell back into Mr Tennant's hands, and he gave them leases.",661,"John Sutherland","Sutherland, Bonar Bridge",28
"29","39763. Will you describe what Mr Mackay and his partners did with the property first of all?",661,"John Sutherland","Sutherland, Bonar Bridge",29
"30","—First of all, after buying the property, they sold all the wood that was on the estate. There were four steam sawmills put up to cut down the wood, and the whole of the wood on the estate almost was cut down. Then Glen Cassley was sold to Mr Gordon M'Leod from Skye, and Glen Rossal was sold to Mr Stewart, who had been a partner in the purchase of the property, and afterwards Mr Mackay became the proprietor of the Rosehall estate. After the whole was feued the hill pasture was taken off the tenants.",661,"John Sutherland","Sutherland, Bonar Bridge",30
"31","39764. How did they set about feuing ? Describe the process by which they divided these feus. First of all, in whose hands was the ground which was laid off in feus; was it in the hands of the small",661,"John Sutherland","Sutherland, Bonar Bridge",31
"32","tenants? ",661,"John Sutherland","Sutherland, Bonar Bridge",32
"33","—There were about 1200 acres of hill ground in the hands of the crofters. This 1200 acres was advertised in the papers to be feued, and people from a distance that did not know the land came forward and feued the ground at an average of about 5s. an acre. These feuars took possession of the ground, and some of them have been making improvements upon it. Some of them have wasted their means upon these grounds, and after wasting their own means they applied to loan companies to lend money on the securities of their holdings.",661,"John Sutherland","Sutherland, Bonar Bridge",33
"34","39765. In the meantime, what became of the small tenants ?",661,"John Sutherland","Sutherland, Bonar Bridge",34
"35","—There were a few acres of the pasture that was held formerly attached to their arable ground and given out as feus. This pasture they were charged 6s. an acre for, and they were charged £ 1 an acre for their arable ground.",661,"John Sutherland","Sutherland, Bonar Bridge",35
"36","39766. But the arable land, now in the posession of the small tenants, was not offered to be feued?",661,"John Sutherland","Sutherland, Bonar Bridge",36
"37","—Most of them got the option of taking it themselves first, and if they did not take it then it was offered to any man who would take it.",661,"John Sutherland","Sutherland, Bonar Bridge",37
"38","39767. Arable as well as pasture ?",661,"John Sutherland","Sutherland, Bonar Bridge",38
"39","—Yes, the whole of their holdings.",661,"John Sutherland","Sutherland, Bonar Bridge",39
"40","39768. Did many of the small tenants take feus?",661,"John Sutherland","Sutherland, Bonar Bridge",40
"41","—At first they all refused, but Mr Mackay told them he would carry out his wish, and if they did not take it he would give ground and houses to other people. Therefore, about ten days before Whitsunday 1870, most of them came to give it a trial. There were about thirty crofters on the township of Altas at the time the estate was sold, and of these there were twelve who did not accept of the terms. There were six of these who did not get the chance of taking them. These were women, and the old men who could not do any good to the land, and these meu did not get the chance of taking it on any terms. They were deprived of the whole of their labour and their dwelling-houses, and without a halfpenny of compensation. There were other six also that would not take it, and they left without getting any compensation for what they had done. ",661,"John Sutherland","Sutherland, Bonar Bridge",41
"42","39769. What was the length of the feus?",661,"John Sutherland","Sutherland, Bonar Bridge",42
"43","—Perpetual. ",661,"John Sutherland","Sutherland, Bonar Bridge",43
"44","39770. How were the ground rents of the feuars compared with the rent on the arable ground paid by the small tenants before?",661,"John Sutherland","Sutherland, Bonar Bridge",44
"45","—After taking about 1200 acres of hill ground off them, and about 200 or 300 acres of lowland pasture off them, for what was left to them they were charged double what their former rent was with this pasturage.",661,"John Sutherland","Sutherland, Bonar Bridge",45
"46","39771. Had they to pay down a sum of money for the feu besides?",661,"John Sutherland","Sutherland, Bonar Bridge",46
"47","—No, they paid an annual feu-duty.",661,"John Sutherland","Sutherland, Bonar Bridge",47
"48","39772. There was no fine?",661,"John Sutherland","Sutherland, Bonar Bridge",48
"49","—No.",661,"John Sutherland","Sutherland, Bonar Bridge",49
"50","39773. £1 per acre for the arable land?",661,"John Sutherland","Sutherland, Bonar Bridge",50
"51","—Yes",661,"John Sutherland","Sutherland, Bonar Bridge",51
"52","39774. And the former rent was 10s. ?",661,"John Sutherland","Sutherland, Bonar Bridge",52
"53","—Yes, and 6s. for the waste ground, which no sheep farmer in the county would think worth 6d. an acre.",661,"John Sutherland","Sutherland, Bonar Bridge",53
"54","39775. So they got positive property in the land for a feu-duty of £1 per acre and 6s. for pasture. Was the pasture at 6s. an acre susceptible of improvement? Was it generally land that could be trenched and taken in, or was it quite hopeless ground ?",661,"John Sutherland","Sutherland, Bonar Bridge",54
"55","—Some of it was hopeless, but there were other parts that would improve, and could be made arable with great expense, after about £20 an acre was put out on them.",661,"John Sutherland","Sutherland, Bonar Bridge",55
"56","39776. Mr Fraser-Mackintosh.",661,"John Sutherland","Sutherland, Bonar Bridge",56
"57","—All the matters you referred to created a good deal of talk and excitement at the time?",661,"John Sutherland","Sutherland, Bonar Bridge",57
"58","—A great deal.",661,"John Sutherland","Sutherland, Bonar Bridge",58
"59","39777. There was a considerable demand, prices were high, and a considerable demand for land and farms?",661,"John Sutherland","Sutherland, Bonar Bridge",59
"60","—Yes, by strangers who came to see it, but none of those parties who knew the land ever offered for it.",661,"John Sutherland","Sutherland, Bonar Bridge",60
"61","39778. I suppose, though you and others are making a complaint against the amount of feu-duty that was put upon you, you are not against the principle of feuing lots?",661,"John Sutherland","Sutherland, Bonar Bridge",61
"62","—No/the principle is good, but it is overdone by the feu-duties being, in some cases, three times what the value of the land is.",661,"John Sutherland","Sutherland, Bonar Bridge",62
"63","39779. I think, in a paper which was read by the previous delegate, he states that a full year's rent would be paid upon a death. Surely that is a mistake? Was it not a double feu?",661,"John Sutherland","Sutherland, Bonar Bridge",63
"64","—The double of the feu-duty, that is a year's rent.",661,"John Sutherland","Sutherland, Bonar Bridge",64
"65","39780. With regard to the six aged women and others, what became of those who didn't get the opportunity of offering for land?",661,"John Sutherland","Sutherland, Bonar Bridge",65
"66","—Some of them were put on the parochial roll and supported by the parish.",661,"John Sutherland","Sutherland, Bonar Bridge",66
"67","39781. Was no allowance made of any kind?",661,"John Sutherland","Sutherland, Bonar Bridge",67
"68","—No.",661,"John Sutherland","Sutherland, Bonar Bridge",68
"69","39782. And no contribution made by the proprietor?",661,"John Sutherland","Sutherland, Bonar Bridge",69
"70","—No.",661,"John Sutherland","Sutherland, Bonar Bridge",70
"71","39783. And no houses supplied, for them?",661,"John Sutherland","Sutherland, Bonar Bridge",71
"72","—Nothing of the kind. Along with the thirty crofters there were 100 cottars and paupers upon the estate, and they were ejected, and their holdings were given to others along with the crofters.",661,"John Sutherland","Sutherland, Bonar Bridge",72
"73","39784. Then how many heads of families were deprived of their houses by these operations?",661,"John Sutherland","Sutherland, Bonar Bridge",73
"74","—I stated there were six who did not get an opportunity, and six who got the opportunity and did not accept of it.",661,"John Sutherland","Sutherland, Bonar Bridge",74
"75","39785. I am referring now to the cottars you are speaking of?",661,"John Sutherland","Sutherland, Bonar Bridge",75
"76","—Probably there might be about eight cottars; I am not certain of the number.",661,"John Sutherland","Sutherland, Bonar Bridge",76
"77","39786. And no provision was made for them ?",661,"John Sutherland","Sutherland, Bonar Bridge",77
"78","—No provision whatever.",661,"John Sutherland","Sutherland, Bonar Bridge",78
"79","39787. And what became of them?",661,"John Sutherland","Sutherland, Bonar Bridge",79
"80","—The parties who feued the ground allowed some of them to remain in their holdings.",661,"John Sutherland","Sutherland, Bonar Bridge",80
"81","39788. What is the positiou of such of the feuars as have still been enabled to carry on ; are they complaining very much?",661,"John Sutherland","Sutherland, Bonar Bridge",81
